m	E	Mean edge participation	Std edge participation	Largest cycle size	Mean cycle size	Std cycle size	Number of cycles	Number cycle connected components	Number of TR edges	Longest path	Number of nodes	Number of edges	Balance	Balance_norm	Number_diamonds	Number_mixers	Largest eigenvalue M_C	Largest eigenvalue A_C	Mean cycle height	Std cycle height	Mean stretch	eigenvalue_ratio	Largest M_C by corr size	
0.4	49967	2.136017410228509	1.0880685504759116	8	4.673809523809524	0.7176547531168465	420	1	919	242	500	919	0.09188460890755396	0.07542919893146512	316	104	16.560901765921074	11.464146553671863	118.21304421768708	69.3889611015428	4.2214285714285715	0.691358804341618	4.140225441480268	
0.4	49558	2.019318181818182	1.0588756853106738	10	4.664041994750656	0.846480090828012	381	8	880	245	500	880	0.0870681884184658	0.07115634585176267	296	85	16.222289776064706	10.315540073268862	116.51088197308671	68.340546134379	3.8372703412073492	0.5456238333673635	4.0555724440161764	
0.4	49830	2.0166852057842046	1.0769863413415715	10	4.5325	0.7674267065980959	400	6	899	241	500	899	0.07005014985973484	0.05798458209177083	331	69	14.905478142156035	10.483459500628499	115.8623125	70.93222485051315	3.465	0.588224548358473	3.7263695355390087	
0.4	49987	2.034675615212528	1.0469541718486264	9	4.60506329113924	0.743562879310084	395	7	894	247	500	894	0.08236805164826111	0.06780069035051935	306	89	15.654252747847716	11.265415797737537	118.26494374120958	65.6530684677028	3.6911392405063292	0.7196393196913475	3.1308505495695433	
0.4	49789	2.0178372352285394	1.1370494215769695	10	4.547738693467337	0.7308578370312874	398	12	897	244	500	897	0.0741724546624037	0.06085563277139631	309	89	15.784681842076445	11.139991300184597	128.42312455132807	67.38050324292537	3.7939698492462313	0.7057469647876763	3.9461704605191112	
0.4	49564	2.0	1.053234221615209	9	4.7645429362880884	0.8916139767935106	361	6	860	246	500	860	0.09283185361888634	0.07477638409652893	290	71	19.530199100008247	14.648877161948548	126.33197687200457	71.70288535528123	4.080332409972299	0.7500628686341637	4.882549775002062	
0.4	50060	1.9709639953542393	1.103407298041087	8	4.6878453038674035	0.8404920279201246	362	7	861	252	500	861	0.08331265236956063	0.06814995187281013	297	65	18.607245688826573	13.674775139008373	130.18359313338595	70.29859148117971	3.8480662983425415	0.7349166753475992	3.7214491377653145	
0.4	49892	2.020618556701031	0.9992143912831153	8	4.716577540106952	0.7633959087565563	374	6	873	243	500	873	0.0984547294003242	0.07959531748010795	291	83	15.563775705809833	11.11563226285773	132.97578622358034	70.03782565772369	3.9893048128342246	0.7141989497258273	3.1127551411619665	
0.4	49806	2.0304054054054053	1.0644644288707548	8	4.634961439588689	0.7028486371469433	389	11	888	248	500	888	0.08863287112058302	0.07340253272004955	305	84	17.17116637825136	12.62302162639341	131.49536356959237	72.30715936918239	4.048843187660668	0.735128956783126	3.4342332756502723	
0.4	49619	2.134929270946681	1.0675084485412132	10	4.671428571428572	0.7847613268606286	420	2	919	231	500	919	0.08821832265293819	0.07191068467763914	323	97	15.94379004728425	10.59524588172405	119.51637188208618	66.83403633378359	3.973809523809524	0.6629318815406299	3.18875800945685	
0.4	49666	1.985091743119266	1.0830248757491476	8	4.640750670241287	0.8474225071728327	373	7	872	250	500	872	0.08168470536297516	0.0672063350990857	295	78	15.673645403868955	10.948476160358654	118.37107110940892	73.10641352210178	4.013404825737266	0.6894711558628223	3.134729080773791	
0.4	50262	2.048260381593715	1.0630646270745858	8	4.655612244897959	0.763497011376387	392	6	891	245	500	891	0.0805516158727398	0.06628790367472645	313	79	14.866105715044979	10.211965237524216	124.74383503401361	70.03296560819442	3.788265306122449	0.6578811680044032	2.973221143008996	
0.4	49794	2.016	1.0963711571752124	10	4.691489361702128	0.8414348907780932	376	6	875	245	500	875	0.09182559952419604	0.07446595238685867	293	83	15.854039139067451	10.78569185356954	110.53104419959473	65.17718751239411	3.997340425531915	0.6482363471287872	3.17080782781349	
0.4	50199	2.018058690744921	1.0853586756435283	8	4.62015503875969	0.7386746821439749	387	11	886	249	500	886	0.08277749147097463	0.06842169459377306	311	76	15.216634547324578	10.66860992861261	125.15347606742957	70.56796389335317	3.9224806201550386	0.6964502500878365	3.0433269094649154	
0.5	62655	1.7704714640198511	0.9928636309344542	10	4.648208469055374	0.8191648139240795	307	20	806	289	500	806	0.08167208874167346	0.06692488333040769	249	58	15.204280483097481	10.58133157134187	133.1161289488651	78.6642276030876	3.45928338762215	0.6959442495884682	3.8010701207743702	
0.5	62393	1.6670934699103712	0.9557724766464288	8	4.617021276595745	0.809163603442443	282	25	781	305	500	781	0.08186002008623504	0.06705881353301671	233	49	14.58812004252608	9.947496178585228	146.33552009456267	84.94611309656905	3.5531914893617023	0.06939577531540471	2.0840171489322974	
0.5	62132	1.588	0.8956874454853099	9	4.745019920318725	0.8829533809380617	251	27	750	313	500	750	0.09498532771296601	0.0782947554301256	207	44	13.677554391626007	8.942152562763868	152.25201416555998	93.30335335813866	3.358565737051793	-0.0731124857095976	2.7355108783252016	
0.5	62658	1.8477218225419665	1.0188044148936293	9	4.6	0.8037226818086767	335	17	834	277	500	834	0.07765451815045771	0.06376954282989168	274	61	16.289469508704002	11.908764246204393	130.06057332385691	81.68624820844485	3.5104477611940297	0.7310713365982328	3.2578939017408004	
0.5	62405	1.6890012642225032	0.951075185696672	9	4.575342465753424	0.7837005337198797	292	30	791	294	500	791	0.07719138266249449	0.06363606224701289	250	42	14.626643357378233	10.287012249011383	152.78908458360513	91.31470314067053	3.297945205479452	0.7033064249715383	3.6566608393445583	
0.5	62191	1.7616707616707616	0.95459841934521	8	4.552380952380952	0.7124420651148587	315	19	814	281	500	814	0.07516312632547474	0.06227607464977898	268	47	13.998806499986088	8.791456721851596	139.5289795918367	77.53217327853923	3.250793650793651	0.6280147326745557	2.7997612999972175	
0.5	62554	1.728301886792453	0.9591093926676759	10	4.641891891891892	0.8738709714821311	296	19	795	286	500	795	0.0799327309430931	0.06503272387946896	249	47	15.930396136311419	11.696135792686709	141.7951858108108	79.40913053579374	3.364864864864865	0.7342024449741571	2.65506602271857	
0.5	62135	1.6845466155810984	0.917464309214626	9	4.644366197183099	0.7896357377259399	284	24	783	297	500	783	0.08404975273456244	0.06920320133448607	234	50	14.196762401822609	9.921033695987573	152.10557511737088	83.75094481114944	3.4401408450704225	0.4918884332192321	2.839352480364522	
0.5	62278	1.6896551724137931	0.9745065928380066	7	4.658450704225352	0.7779299868698565	284	23	783	286	500	783	0.08601262498748402	0.07119804575704937	241	43	15.237348144782308	10.86879963456309	132.1849178403756	85.91468382604704	3.2253521126760565	0.7132999476870828	3.809337036195577	
0.5	62635	1.8248792270531402	1.0435027226959204	9	4.592705167173253	0.7824489891822907	329	19	828	271	500	828	0.07801383111752042	0.0640525515246954	270	59	15.774368886649459	11.52951550102668	150.56821054663	78.03206360706466	3.3221884498480243	0.730901856288185	3.9435922216623647	
0.5	62546	1.7384230287859825	1.0352548996040931	10	4.63	0.848390633297343	300	23	799	292	500	799	0.07808010825929611	0.06463944627383715	251	49	14.149749488400575	9.78479426036666	146.3489126984127	81.81495714033724	3.44	0.6915171373449305	3.5374373721001438	
0.5	62464	1.7496902106567533	0.9890587458121433	9	4.584415584415584	0.7704046727253969	308	24	807	284	500	807	0.07376336197789977	0.06153439672939098	253	55	16.305380942247478	12.03308981225589	129.5604347041847	76.4280035735592	3.211038961038961	0.7379827466083899	4.0763452355618695	
0.5	62716	1.7112232030264818	0.992322427498924	9	4.615646258503402	0.8321107232930811	294	24	793	293	500	793	0.07836407445623067	0.06429316160842947	247	47	15.917053908103115	11.710622610465801	141.4360031314113	83.18846155535888	3.2687074829931975	0.7357280234192153	3.979263477025779	
0.5	62345	1.7540983606557377	0.9744848157622358	10	4.7312925170068025	0.9363631135516794	294	22	793	290	500	793	0.09404871956755861	0.07624703245457007	239	55	17.9237171341464	13.221235839238574	145.8376714177735	82.40145876389269	3.9591836734693877	0.7376391705072634	4.4809292835366	
0.5	62736	1.8242424242424242	0.9454933946952273	7	4.616564417177914	0.732820737684523	326	19	825	279	500	825	0.08244040087812886	0.06838933853853038	268	58	14.606253725044404	9.886842346999243	141.566885772714	74.77636162782602	3.4877300613496933	0.6768910449670548	3.651563431261101	
0.5	62476	1.7200504413619169	0.9514382807073676	8	4.639455782312925	0.7325807353180138	294	20	793	291	500	793	0.0857511602007736	0.07063374915577601	242	52	13.4509134355161	8.713154352312108	148.2228296080337	87.70259785249097	3.479591836734694	0.3949439160158513	2.6901826871032197	
0.5	62359	1.7764127764127764	1.0142153775567768	7	4.59047619047619	0.7971604936320601	315	21	814	283	500	814	0.07535992151305844	0.06083360117735841	250	65	15.099303107636876	10.101541852307838	145.8124792139078	86.90654415899542	3.4571428571428573	0.1955771104117638	3.774825776909219	
0.5	62139	1.8226002430133657	0.9366959560446575	9	4.62962962962963	0.7318915868655372	324	19	823	271	500	823	0.08491547812479437	0.07024621800231645	269	55	14.716191294127075	9.51403648711695	133.49918920242993	78.52750848796002	3.3209876543209877	0.6465012785552606	3.6790478235317687	
0.5	62618	1.786764705882353	0.9907025253103406	9	4.599369085173501	0.8557098512817011	317	18	816	280	500	816	0.07496858317611443	0.06088700957210959	263	54	13.789289896733504	9.346365875512143	143.42322242251265	80.00176235736105	3.4258675078864353	0.15991188573839604	2.7578579793467006	
0.5	62407	1.7515451174289245	0.9938379792763911	9	4.570967741935484	0.786865381111455	310	18	809	282	500	809	0.07648991756721944	0.06261279236020134	265	45	14.251561792390445	9.969478104424855	146.11931131592422	81.20690310352539	3.2225806451612904	-0.03863057198212027	2.850312358478089	
0.6	74916	1.457765667574932	0.7969549812197922	7	4.553191489361702	0.7088651595301141	235	45	734	318	500	734	0.07092653810909753	0.05919098733583053	207	28	12.98962196236015	7.332310825547447	147.10433637284703	95.26076285392172	2.9106382978723406	0.5644745356557861	2.59792439247203	
0.6	74945	1.5311258278145696	0.9434462281931411	9	4.515625	0.755028714271848	256	43	755	319	500	755	0.06855500056024233	0.05681414521499861	224	32	13.32159174571919	9.135906045685644	155.72298952132937	95.10714860052273	2.98828125	-0.17367875096671656	3.3303979364297973	
0.6	74853	1.2786647314949202	0.9003276065193836	9	4.636842105263158	0.8520628382533826	190	43	689	354	500	689	0.07906865432540341	0.06530279870910816	157	33	14.336796997367841	10.103770810655256	178.23082289055972	99.55519432614044	3.0842105263157893	-0.0008353710362501183	2.8673593994735684	
0.6	75044	1.4789687924016282	0.851149766139438	9	4.579831932773109	0.7614205909293643	238	39	737	326	500	737	0.07735272957853136	0.06378317111685879	206	32	13.704464383658213	9.379064446751542	155.43508736828065	97.47257000972155	3.1260504201680672	0.6843802270693292	3.426116095914553	
0.6	74911	1.386459802538787	0.9276431866135183	8	4.680952380952381	0.8663657248304539	210	42	709	345	500	709	0.08499553886181027	0.06980391038218538	177	33	14.274575876254914	9.825389814959241	177.83672335600906	107.65423479793928	3.2	0.6883139576359193	2.8549151752509827	
0.6	74627	1.4461325966850829	0.8926489006133292	10	4.653333333333333	0.9066666666666667	225	40	724	330	500	724	0.08262456753890218	0.06735673374792517	196	29	12.655116278457408	8.056518013082608	171.75697707231043	99.52614540819103	3.1777777777777776	0.44299841290867925	3.163779069614352	
0.6	74821	1.3460451977401129	0.8388677182992691	8	4.559808612440191	0.7810629254511718	209	46	708	335	500	708	0.07145281391940755	0.05913757125067438	179	30	12.66693807283201	8.030526508276703	170.57890179995442	88.97244898238169	3.028708133971292	0.09752797423776605	3.1667345182080027	
